timestamp,duration,log10_resp
2015-11-03 22:03:09,261,2.416640507
2015-11-03 22:03:10,265,2.423245874
2015-11-03 22:03:11,247,2.392696953
2015-11-03 22:03:12,288,2.459392488
2015-11-03 22:03:13,398,2.599883072
2015-11-03 22:03:14,408,2.610660163
2015-11-03 22:03:15,402,2.604226053
2015-11-03 22:03:16,248,2.394451681
2015-11-03 22:03:17,254,2.404833717
2015-11-03 22:03:18,309,2.489958479
2015-11-03 22:03:19,236,2.372912003
2015-11-03 22:03:20,913,2.960470778
2015-11-03 22:03:21,267,2.426511261
2015-11-03 22:03:22,290,2.462397998
2015-11-03 22:03:23,279,2.445604203
2015-11-03 22:03:24,295,2.469822016
2015-11-03 22:03:25,258,2.411619706
2015-11-03 22:03:26,324,2.51054501
2015-11-03 22:03:27,337,2.527629901
2015-11-03 22:03:28,320,2.505149978
2015-11-03 22:03:29,282,2.450249108
2015-11-03 22:03:30,288,2.459392488
2015-11-03 22:03:31,320,2.505149978
2015-11-03 22:03:32,253,2.403120521
2015-11-03 22:03:33,432,2.635483747
2015-11-03 22:03:34,381,2.580924976
2015-11-03 22:03:35,289,2.460897843
2015-11-03 22:03:36,259,2.413299764
2015-11-03 22:03:37,247,2.392696953
2015-11-03 22:03:38,335,2.525044807
2015-11-03 22:03:39,400,2.602059991
2015-11-03 22:03:40,713,2.85308953
2015-11-03 22:03:41,334,2.523746467
2015-11-03 22:03:42,331,2.519827994
2015-11-03 22:03:43,258,2.411619706
2015-11-03 22:03:44,298,2.474216264
2015-11-03 22:03:45,330,2.51851394
2015-11-03 22:03:46,336,2.526339277
2015-11-03 22:03:47,365,2.562292865
2015-11-03 22:03:48,365,2.562292865
2015-11-03 22:03:49,250,2.397940009
2015-11-03 22:03:50,266,2.424881637
2015-11-03 22:03:51,258,2.411619706
2015-11-03 22:03:52,314,2.496929648
2015-11-03 22:03:53,311,2.492760389
2015-11-03 22:03:54,266,2.424881637
2015-11-03 22:03:55,416,2.619093331
2015-11-03 22:03:56,600,2.77815125
2015-11-03 22:03:57,299,2.475671188
2015-11-03 22:03:58,402,2.604226053
2015-11-03 22:03:59,308,2.488550717
2015-11-03 22:04:00,281,2.44870632
2015-11-03 22:04:01,281,2.44870632
2015-11-03 22:04:02,285,2.45484486
2015-11-03 22:04:03,511,2.7084209
2015-11-03 22:04:04,386,2.586587305
2015-11-03 22:04:05,256,2.408239965
2015-11-03 22:04:06,360,2.556302501
2015-11-03 22:04:07,307,2.487138376
2015-11-03 22:04:08,428,2.631443769
2015-11-03 22:04:09,302,2.480006943
2015-11-03 22:04:10,404,2.606381365
2015-11-03 22:04:11,283,2.451786436
2015-11-03 22:04:12,261,2.416640507
2015-11-03 22:04:13,304,2.482873584
2015-11-03 22:04:14,382,2.582063363
2015-11-03 22:04:15,344,2.536558443
2015-11-03 22:04:16,405,2.607455023
2015-11-03 22:04:17,235,2.371067862
2015-11-03 22:04:18,297,2.472756449
2015-11-03 22:04:19,258,2.411619706
2015-11-03 22:04:20,255,2.40654018
2015-11-03 22:04:21,272,2.434568904
2015-11-03 22:04:22,269,2.42975228
2015-11-03 22:04:23,456,2.658964843
2015-11-03 22:04:24,388,2.588831726
2015-11-03 22:04:25,281,2.44870632
2015-11-03 22:04:26,344,2.536558443
2015-11-03 22:04:27,297,2.472756449
2015-11-03 22:04:28,294,2.46834733
2015-11-03 22:04:29,322,2.507855872
2015-11-03 22:04:30,296,2.471291711
2015-11-03 22:04:31,304,2.482873584
2015-11-03 22:04:32,274,2.437750563
2015-11-03 22:04:33,259,2.413299764
2015-11-03 22:04:34,273,2.436162647
2015-11-03 22:04:35,281,2.44870632
2015-11-03 22:04:36,262,2.418301291
2015-11-03 22:04:37,295,2.469822016
2015-11-03 22:04:38,287,2.457881897
2015-11-03 22:04:39,294,2.46834733
2015-11-03 22:04:40,285,2.45484486
2015-11-03 22:04:41,360,2.556302501
2015-11-03 22:04:42,364,2.561101384
2015-11-03 22:04:43,284,2.45331834
2015-11-03 22:04:44,306,2.485721427
2015-11-03 22:04:45,260,2.414973348
2015-11-03 22:04:46,253,2.403120521
2015-11-03 22:04:47,284,2.45331834
2015-11-03 22:04:48,662,2.820857989
2015-11-03 22:04:49,342,2.534026106
2015-11-03 22:04:50,352,2.546542664
2015-11-03 22:04:51,284,2.45331834
2015-11-03 22:04:52,296,2.471291711
2015-11-03 22:04:53,321,2.506505032
2015-11-03 22:04:54,303,2.481442629
2015-11-03 22:04:55,312,2.494154594
2015-11-03 22:04:56,342,2.534026106
2015-11-03 22:04:57,292,2.465382851
2015-11-03 22:04:58,385,2.58546073
2015-11-03 22:04:59,280,2.447158031
2015-11-03 22:05:00,352,2.546542664
2015-11-03 22:05:01,253,2.403120521
2015-11-03 22:05:02,249,2.396199347
2015-11-03 22:05:03,296,2.471291711
2015-11-03 22:05:04,340,2.531478917
2015-11-03 22:05:05,268,2.428134794
2015-11-03 22:05:06,384,2.584331224
2015-11-03 22:05:07,255,2.40654018
2015-11-03 22:05:08,288,2.459392488
2015-11-03 22:05:09,333,2.522444234
2015-11-03 22:05:10,313,2.495544338
2015-11-03 22:05:11,286,2.456366033
2015-11-03 22:05:12,307,2.487138376
2015-11-03 22:05:13,283,2.451786436
2015-11-03 22:05:14,312,2.494154594
2015-11-03 22:05:15,346,2.539076099
2015-11-03 22:05:16,313,2.495544338
2015-11-03 22:05:17,292,2.465382851
2015-11-03 22:05:18,530,2.72427587
2015-11-03 22:05:19,261,2.416640507
2015-11-03 22:05:20,289,2.460897843
2015-11-03 22:05:21,259,2.413299764
2015-11-03 22:05:22,517,2.713490543
2015-11-03 22:05:23,499,2.698100546
2015-11-03 22:05:24,569,2.755112266
2015-11-03 22:05:25,484,2.684845362
2015-11-03 22:05:26,306,2.485721427
2015-11-03 22:05:27,240,2.380211242
2015-11-03 22:05:28,406,2.608526034
2015-11-03 22:05:29,270,2.431363764
2015-11-03 22:05:30,287,2.457881897
2015-11-03 22:05:31,278,2.444044796
2015-11-03 22:05:32,279,2.445604203
2015-11-03 22:05:33,282,2.450249108
2015-11-03 22:05:34,418,2.621176282
2015-11-03 22:05:35,307,2.487138376
2015-11-03 22:05:36,334,2.523746467
2015-11-03 22:05:37,277,2.442479769
2015-11-03 22:05:38,262,2.418301291
2015-11-03 22:05:39,245,2.389166084
2015-11-03 22:05:40,314,2.496929648
2015-11-03 22:05:41,298,2.474216264
2015-11-03 22:05:42,278,2.444044796
2015-11-03 22:05:43,280,2.447158031
2015-11-03 22:05:44,307,2.487138376
2015-11-03 22:05:45,282,2.450249108
2015-11-03 22:05:46,392,2.593286067
2015-11-03 22:05:47,255,2.40654018
2015-11-03 22:05:48,259,2.413299764
2015-11-03 22:05:49,283,2.451786436
2015-11-03 22:05:50,386,2.586587305
2015-11-03 22:05:51,284,2.45331834
2015-11-03 22:05:52,350,2.544068044
2015-11-03 22:05:53,328,2.515873844
2015-11-03 22:05:54,316,2.499687083
2015-11-03 22:05:55,352,2.546542664
2015-11-03 22:05:56,311,2.492760389
2015-11-03 22:05:57,334,2.523746467
2015-11-03 22:05:58,276,2.440909082
2015-11-03 22:05:59,275,2.439332694
2015-11-03 22:06:00,399,2.600972896
2015-11-03 22:06:01,264,2.421603927
2015-11-03 22:06:02,466,2.668385917
2015-11-03 22:06:03,291,2.463892989
2015-11-03 22:06:04,286,2.456366033
2015-11-03 22:06:05,348,2.541579244
2015-11-03 22:06:06,265,2.423245874
2015-11-03 22:06:07,283,2.451786436
2015-11-03 22:06:08,254,2.404833717
2015-11-03 22:06:09,275,2.439332694
2015-11-03 22:06:10,240,2.380211242
2015-11-03 22:06:11,322,2.507855872
2015-11-03 22:06:12,306,2.485721427
2015-11-03 22:06:13,256,2.408239965
2015-11-03 22:06:14,329,2.517195898
2015-11-03 22:06:15,260,2.414973348
2015-11-03 22:06:16,248,2.394451681
2015-11-03 22:06:17,316,2.499687083
2015-11-03 22:06:18,304,2.482873584
2015-11-03 22:06:19,254,2.404833717
2015-11-03 22:06:20,345,2.537819095
2015-11-03 22:06:21,331,2.519827994
2015-11-03 22:06:22,344,2.536558443
2015-11-03 22:06:23,327,2.514547753
2015-11-03 22:06:24,284,2.45331834
2015-11-03 22:06:25,276,2.440909082
2015-11-03 22:06:26,444,2.64738297
2015-11-03 22:06:27,363,2.559906625
2015-11-03 22:06:28,293,2.46686762
2015-11-03 22:06:29,319,2.503790683
2015-11-03 22:06:30,288,2.459392488
2015-11-03 22:06:31,440,2.643452677
2015-11-03 22:06:32,286,2.456366033
2015-11-03 22:06:33,379,2.57863921
2015-11-03 22:06:34,288,2.459392488
2015-11-03 22:06:35,308,2.488550717
2015-11-03 22:06:36,265,2.423245874
2015-11-03 22:06:37,354,2.549003262
2015-11-03 22:06:38,296,2.471291711
2015-11-03 22:06:39,340,2.531478917
2015-11-03 22:06:40,250,2.397940009
2015-11-03 22:06:41,302,2.480006943
2015-11-03 22:06:42,332,2.521138084
2015-11-03 22:06:43,289,2.460897843
2015-11-03 22:06:44,387,2.587710965
2015-11-03 22:06:45,272,2.434568904
2015-11-03 22:06:46,266,2.424881637
2015-11-03 22:06:47,309,2.489958479
2015-11-03 22:06:48,305,2.484299839
2015-11-03 22:06:49,333,2.522444234
2015-11-03 22:06:50,340,2.531478917
2015-11-03 22:06:51,265,2.423245874
2015-11-03 22:06:52,395,2.596597096
2015-11-03 22:06:53,312,2.494154594
2015-11-03 22:06:54,255,2.40654018
2015-11-03 22:06:55,304,2.482873584
2015-11-03 22:06:56,311,2.492760389
2015-11-03 22:06:57,262,2.418301291
2015-11-03 22:06:58,281,2.44870632
2015-11-03 22:06:59,237,2.374748346
2015-11-03 22:07:00,877,2.942999593
2015-11-03 22:07:01,295,2.469822016
2015-11-03 22:07:02,929,2.968015714
2015-11-03 22:07:03,343,2.53529412
2015-11-03 22:07:04,349,2.542825427
2015-11-03 22:07:05,269,2.42975228
2015-11-03 22:07:06,275,2.439332694
2015-11-03 22:07:07,305,2.484299839
2015-11-03 22:07:08,272,2.434568904
2015-11-03 22:07:09,301,2.478566496
2015-11-03 22:07:10,274,2.437750563
2015-11-03 22:07:11,270,2.431363764
2015-11-03 22:07:12,372,2.57054294
2015-11-03 22:07:13,347,2.540329475
2015-11-03 22:07:14,330,2.51851394
2015-11-03 22:07:15,568,2.754348336
2015-11-03 22:07:16,306,2.485721427
2015-11-03 22:07:17,298,2.474216264
2015-11-03 22:07:18,410,2.612783857
2015-11-03 22:07:19,256,2.408239965
2015-11-03 22:07:20,331,2.519827994
2015-11-03 22:07:21,293,2.46686762
2015-11-03 22:07:22,361,2.557507202
2015-11-03 22:07:23,274,2.437750563
2015-11-03 22:07:24,304,2.482873584
2015-11-03 22:07:25,322,2.507855872
2015-11-03 22:07:26,282,2.450249108
2015-11-03 22:07:27,377,2.57634135
2015-11-03 22:07:28,429,2.632457292
2015-11-03 22:07:29,249,2.396199347
2015-11-03 22:07:30,287,2.457881897
2015-11-03 22:07:31,449,2.652246341
2015-11-03 22:07:32,336,2.526339277
2015-11-03 22:07:33,480,2.681241237
2015-11-03 22:07:34,299,2.475671188
2015-11-03 22:07:35,408,2.610660163
2015-11-03 22:07:36,287,2.457881897
2015-11-03 22:07:37,274,2.437750563
2015-11-03 22:07:38,311,2.492760389
2015-11-03 22:07:39,274,2.437750563
2015-11-03 22:07:40,284,2.45331834
2015-11-03 22:07:41,303,2.481442629
2015-11-03 22:07:42,273,2.436162647
2015-11-03 22:07:43,380,2.579783597
2015-11-03 22:07:44,272,2.434568904
2015-11-03 22:07:45,388,2.588831726
2015-11-03 22:07:46,395,2.596597096
2015-11-03 22:07:47,309,2.489958479
2015-11-03 22:07:48,263,2.419955749
2015-11-03 22:07:49,238,2.376576957
2015-11-03 22:07:50,258,2.411619706
2015-11-03 22:07:51,251,2.399673722
2015-11-03 22:07:52,355,2.550228353
2015-11-03 22:07:53,291,2.463892989
2015-11-03 22:07:54,291,2.463892989
2015-11-03 22:07:55,354,2.549003262
2015-11-03 22:07:56,266,2.424881637
2015-11-03 22:07:57,286,2.456366033
2015-11-03 22:07:58,325,2.511883361
2015-11-03 22:07:59,296,2.471291711
2015-11-03 22:08:00,296,2.471291711
2015-11-03 22:08:01,312,2.494154594
2015-11-03 22:08:02,276,2.440909082
2015-11-03 22:08:03,311,2.492760389
2015-11-03 22:08:04,347,2.540329475
2015-11-03 22:08:05,295,2.469822016
2015-11-03 22:08:06,289,2.460897843
2015-11-03 22:08:07,278,2.444044796
2015-11-03 22:08:08,332,2.521138084
2015-11-03 22:08:09,298,2.474216264
2015-11-03 22:08:10,314,2.496929648
2015-11-03 22:08:11,266,2.424881637
2015-11-03 22:08:12,289,2.460897843
2015-11-03 22:08:13,273,2.436162647
2015-11-03 22:08:14,272,2.434568904
2015-11-03 22:08:15,517,2.713490543
2015-11-03 22:08:16,283,2.451786436
2015-11-03 22:08:17,271,2.432969291
2015-11-03 22:08:18,281,2.44870632
2015-11-03 22:08:19,317,2.501059262
2015-11-03 22:08:20,280,2.447158031
2015-11-03 22:08:21,256,2.408239965
2015-11-03 22:08:22,246,2.390935107
2015-11-03 22:08:23,282,2.450249108
2015-11-03 22:08:24,324,2.51054501
2015-11-03 22:08:25,282,2.450249108
2015-11-03 22:08:26,309,2.489958479
2015-11-03 22:08:27,339,2.530199698
2015-11-03 22:08:28,372,2.57054294
2015-11-03 22:08:29,249,2.396199347
2015-11-03 22:08:30,404,2.606381365
2015-11-03 22:08:31,325,2.511883361
2015-11-03 22:08:32,260,2.414973348
2015-11-03 22:08:33,289,2.460897843
2015-11-03 22:08:34,280,2.447158031
2015-11-03 22:08:35,386,2.586587305
2015-11-03 22:08:36,272,2.434568904
2015-11-03 22:08:37,317,2.501059262
2015-11-03 22:08:38,340,2.531478917
2015-11-03 22:08:39,285,2.45484486
2015-11-03 22:08:40,242,2.383815366
2015-11-03 22:08:41,348,2.541579244
2015-11-03 22:08:42,276,2.440909082
2015-11-03 22:08:43,348,2.541579244
2015-11-03 22:08:44,256,2.408239965
2015-11-03 22:08:45,463,2.665580991
2015-11-03 22:08:46,246,2.390935107
2015-11-03 22:08:47,287,2.457881897
2015-11-03 22:08:48,254,2.404833717
2015-11-03 22:08:49,310,2.491361694
2015-11-03 22:08:50,302,2.480006943
2015-11-03 22:08:51,240,2.380211242
2015-11-03 22:08:52,299,2.475671188
2015-11-03 22:08:53,301,2.478566496
2015-11-03 22:08:54,260,2.414973348
2015-11-03 22:08:55,290,2.462397998
2015-11-03 22:08:56,316,2.499687083
2015-11-03 22:08:57,345,2.537819095
2015-11-03 22:08:58,298,2.474216264
2015-11-03 22:08:59,328,2.515873844
2015-11-03 22:09:00,374,2.572871602
2015-11-03 22:09:01,280,2.447158031
2015-11-03 22:09:02,412,2.614897216
2015-11-03 22:09:03,324,2.51054501
2015-11-03 22:09:04,323,2.509202522
2015-11-03 22:09:05,513,2.710117365
2015-11-03 22:09:06,295,2.469822016
2015-11-03 22:09:07,305,2.484299839
2015-11-03 22:09:08,345,2.537819095
2015-11-03 22:09:09,292,2.465382851
2015-11-03 22:09:10,262,2.418301291
2015-11-03 22:09:11,298,2.474216264
2015-11-03 22:09:12,308,2.488550717
2015-11-03 22:09:13,248,2.394451681
2015-11-03 22:09:14,396,2.597695186
2015-11-03 22:09:15,270,2.431363764
2015-11-03 22:09:16,270,2.431363764
2015-11-03 22:09:17,429,2.632457292
2015-11-03 22:09:18,330,2.51851394
2015-11-03 22:09:19,337,2.527629901
2015-11-03 22:09:20,335,2.525044807
2015-11-03 22:09:21,400,2.602059991
2015-11-03 22:09:22,421,2.624282096
2015-11-03 22:09:23,241,2.382017043
2015-11-03 22:09:24,268,2.428134794
2015-11-03 22:09:25,336,2.526339277
2015-11-03 22:09:26,364,2.561101384
2015-11-03 22:09:27,386,2.586587305
2015-11-03 22:09:28,289,2.460897843
2015-11-03 22:09:29,284,2.45331834
2015-11-03 22:09:30,280,2.447158031
2015-11-03 22:09:31,439,2.64246452
2015-11-03 22:09:32,297,2.472756449
2015-11-03 22:09:33,265,2.423245874
2015-11-03 22:09:34,248,2.394451681
2015-11-03 22:09:35,250,2.397940009
2015-11-03 22:09:36,249,2.396199347
2015-11-03 22:09:37,286,2.456366033
2015-11-03 22:09:38,298,2.474216264
2015-11-03 22:09:39,425,2.62838893
2015-11-03 22:09:40,295,2.469822016
2015-11-03 22:09:41,273,2.436162647
2015-11-03 22:09:42,269,2.42975228
2015-11-03 22:09:43,288,2.459392488
2015-11-03 22:09:44,283,2.451786436
2015-11-03 22:09:45,310,2.491361694
2015-11-03 22:09:48,308,2.488550717
2015-11-03 22:09:48,542,2.733999287
2015-11-03 22:09:48,271,2.432969291
2015-11-03 22:09:49,275,2.439332694
2015-11-03 22:09:50,382,2.582063363
2015-11-03 22:09:51,377,2.57634135
2015-11-03 22:09:52,359,2.555094449
2015-11-03 22:09:53,400,2.602059991
2015-11-03 22:09:54,270,2.431363764
2015-11-03 22:09:55,349,2.542825427
2015-11-03 22:09:56,370,2.568201724
2015-11-03 22:09:57,297,2.472756449
2015-11-03 22:09:58,327,2.514547753
2015-11-03 22:09:59,283,2.451786436
2015-11-03 22:10:00,361,2.557507202
2015-11-03 22:10:01,285,2.45484486
2015-11-03 22:10:02,292,2.465382851
2015-11-03 22:10:03,320,2.505149978
2015-11-03 22:10:04,327,2.514547753
2015-11-03 22:10:05,264,2.421603927
2015-11-03 22:10:06,572,2.757396029
2015-11-03 22:10:07,261,2.416640507
2015-11-03 22:10:08,273,2.436162647
2015-11-03 22:10:09,283,2.451786436
2015-11-03 22:10:10,539,2.731588765
2015-11-03 22:10:11,273,2.436162647
2015-11-03 22:10:12,302,2.480006943
2015-11-03 22:10:13,269,2.42975228
2015-11-03 22:10:14,403,2.605305046
2015-11-03 22:10:15,406,2.608526034
2015-11-03 22:10:16,306,2.485721427
2015-11-03 22:10:17,272,2.434568904
2015-11-03 22:10:18,256,2.408239965
2015-11-03 22:10:19,318,2.50242712
2015-11-03 22:10:20,299,2.475671188
2015-11-03 22:10:21,307,2.487138376
2015-11-03 22:10:22,309,2.489958479
2015-11-03 22:10:23,308,2.488550717
2015-11-03 22:10:24,319,2.503790683
2015-11-03 22:10:25,373,2.571708832
2015-11-03 22:10:26,295,2.469822016
2015-11-03 22:10:27,375,2.574031268
2015-11-03 22:10:28,308,2.488550717
2015-11-03 22:10:29,403,2.605305046
2015-11-03 22:10:30,394,2.595496222
2015-11-03 22:10:31,286,2.456366033
2015-11-03 22:10:32,410,2.612783857
2015-11-03 22:10:33,258,2.411619706
2015-11-03 22:10:34,310,2.491361694
2015-11-03 22:10:35,247,2.392696953
2015-11-03 22:10:36,357,2.552668216
2015-11-03 22:10:37,1530,3.184691431
2015-11-03 22:10:38,253,2.403120521
2015-11-03 22:10:39,310,2.491361694
2015-11-03 22:10:40,255,2.40654018
2015-11-03 22:10:41,274,2.437750563
2015-11-03 22:10:42,450,2.653212514
2015-11-03 22:10:43,678,2.831229694
2015-11-03 22:10:44,425,2.62838893
2015-11-03 22:10:45,360,2.556302501
2015-11-03 22:10:46,424,2.627365857
2015-11-03 22:10:47,708,2.850033258
2015-11-03 22:10:48,344,2.536558443
2015-11-03 22:10:49,269,2.42975228
2015-11-03 22:10:50,301,2.478566496
2015-11-03 22:10:51,415,2.618048097
2015-11-03 22:10:52,318,2.50242712
2015-11-03 22:10:53,333,2.522444234
2015-11-03 22:10:54,318,2.50242712
2015-11-03 22:10:55,367,2.564666064
2015-11-03 22:10:56,313,2.495544338
2015-11-03 22:10:57,492,2.691965103
2015-11-03 22:10:58,358,2.553883027
2015-11-03 22:10:59,252,2.401400541
2015-11-03 22:11:00,418,2.621176282
2015-11-03 22:11:01,308,2.488550717
2015-11-03 22:11:02,337,2.527629901
2015-11-03 22:11:03,258,2.411619706
